,date,instrument,ROE,Free_Cash_Flow,EPS,Net_Profit_Qoq,PE_TTM,Market_Cap,Holder_Avg_Pct,return_5,rank_return_5,rank_avg_amount_5,amount,open,close
436918,2022/7/1,600010.SHA,0.5968,-4742632448,0.0073,136.317,46.08183,1.13507E+11,0.001043205,1.0244899,0.6242449,0.9964613,3173623941,19.571213,20.91516
436919,2022/7/4,600010.SHA,0.5968,-4742632448,0.0073,136.317,44.601288,1.0986E+11,0.001043205,0.92021114,0.044185076,0.9945811,1997515080,20.579172,20.243185
436920,2022/7/5,600010.SHA,0.5968,-4742632448,0.0073,136.317,45.156494,1.11227E+11,0.001043205,0.92815036,0.08979166,0.99333334,2647893437,19.9072,20.495174
436921,2022/7/6,600010.SHA,0.5968,-4742632448,0.0073,136.317,43.86102,1.08037E+11,0.001043205,0.9518073,0.348813,0.9910491,1656625597,20.15919,19.9072
436922,2022/7/7,600010.SHA,0.5968,-4742632448,0.0073,136.317,43.86102,1.08037E+11,0.001043205,1,0.58900684,0.9893861,1313411244,19.739206,19.9072
436923,2022/7/8,600010.SHA,0.5968,-4742632448,0.0073,136.317,43.675953,1.07581E+11,0.001043205,1.0042553,0.66243494,0.98689413,1145352956,19.991196,19.823202
436924,2022/7/11,600010.SHA,0.5968,-4742632448,0.0073,136.317,42.19541,1.03934E+11,0.001043205,0.91566265,0.05723205,0.98397505,1534914039,19.739206,19.15123
436925,2022/7/12,600010.SHA,0.5968,-4742632448,0.0073,136.317,41.825275,1.03022E+11,0.001043205,0.93775934,0.28940246,0.9806492,981873701,19.067232,18.983236
436926,2022/7/13,600010.SHA,0.5968,-4742632448,0.0073,136.317,41.825275,1.03022E+11,0.001043205,0.92622954,0.11050989,0.97400165,811129970,18.983236,18.983236
436927,2022/7/14,600010.SHA,0.5968,-4742632448,0.0073,136.317,41.085007,1.01199E+11,0.001043205,0.9367088,0.08748961,0.97154135,1084298133,18.899239,18.64725
436928,2022/7/15,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.419395,97096119540,0.001043205,0.8987341,0.047352023,0.97281027,1420035786,18.059273,17.89128
436929,2022/7/18,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.974598,98463670520,0.001043205,0.9152543,0.041493777,0.97158265,1113184282,17.555294,18.14327
436930,2022/7/19,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.344734,99375371173,0.001043205,0.9561404,0.117842324,0.96909994,1265802149,18.14327,18.311264
436931,2022/7/20,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.159668,98919520846,0.001043205,0.96017694,0.06511821,0.96911275,800864334,18.311264,18.227266
436932,2022/7/21,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.344734,99375371173,0.001043205,0.9646018,0.12168325,0.973466,1269495353,18.14327,18.311264
436933,2022/7/22,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.604465,97551969867,0.001043205,0.963964,0.13173714,0.971618,837740093,18.227266,17.975277
436934,2022/7/25,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.604465,97551969867,0.001043205,1.0046949,0.31570214,0.9682704,587467544,17.975277,17.975277
436935,2022/7/26,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.974598,98463670520,0.001043205,1,0.3795855,0.9626943,535971405,17.975277,18.14327
436936,2022/7/27,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.974598,98463670520,0.001043205,0.99082565,0.31544042,0.95792747,686053336,18.059273,18.14327
436937,2022/7/28,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.529804,99831221499,0.001043205,1.0092167,0.55336785,0.9602073,1042384753,18.14327,18.39526
436938,2022/7/29,600010.SHA,0.5968,-4742632448,0.0073,136.317,41.825275,1.03022E+11,0.001043205,1.0366971,0.776534,0.9683033,1890206193,18.563253,18.983236
436939,2022/8/1,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.529804,99831221499,0.001043205,1.0233644,0.634707,0.9691639,1027754909,18.731247,18.39526
436940,2022/8/2,600010.SHA,0.5968,-4742632448,0.0073,136.317,38.864193,95728568561,0.001043205,0.9813084,0.56464624,0.9718718,1309653340,18.14327,17.63929
436941,2022/8/3,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.23433,96640269214,0.001043205,0.98148143,0.64940035,0.97477776,1126349054,17.555294,17.807283
436942,2022/8/4,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.049263,96184418887,0.001043205,0.9768519,0.5867273,0.97519636,683666693,17.807283,17.723288
436943,2022/8/5,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.604465,97551969867,0.001043205,0.977169,0.5340087,0.9752066,871967956,17.723288,17.975277
436944,2022/8/8,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.604465,97551969867,0.001043205,0.94690263,0.13447635,0.9638579,642075921,17.89128,17.975277
436945,2022/8/9,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.974598,98463670520,0.001043205,0.9863014,0.47067326,0.9607762,626844908,17.975277,18.14327
436946,2022/8/10,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.78953,98007820193,0.001043205,1.0238096,0.41842213,0.95477074,787112942,18.14327,18.059273
436947,2022/8/11,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.159668,98919520846,0.001043205,1.0235848,0.21549587,0.94711834,638434602,18.059273,18.227266
436948,2022/8/12,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.529804,99831221499,0.001043205,1.0379146,0.52313095,0.94615227,683197502,18.227266,18.39526
436949,2022/8/15,600010.SHA,0.5968,-4742632448,0.0073,136.317,41.085007,1.01199E+11,0.001043205,1.0373831,0.6366639,0.9430693,733127093,18.39526,18.64725
436950,2022/8/16,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.529804,99831221499,0.001043205,1.0233644,0.5562655,0.94333404,739856631,18.563253,18.39526
436951,2022/8/17,600010.SHA,0.5968,-4742632448,0.0073,136.317,40.344734,99375371173,0.001043205,1.0092592,0.37592745,0.94004947,553167887,18.39526,18.311264
436952,2022/8/18,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.419395,97096119540,0.001043205,0.9906977,0.24840371,0.9378217,724565025,18.227266,17.89128
436953,2022/8/19,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.419395,97096119540,0.001043205,0.9815668,0.40354127,0.9322906,506197396,17.89128,17.89128
436954,2022/8/22,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.419395,97096119540,0.001043205,0.97260267,0.23445863,0.92796874,614709466,17.807283,17.89128
436955,2022/8/23,600010.SHA,0.5968,-4742632448,0.0073,136.317,39.23433,96640269214,0.001043205,0.954955,0.13685943,0.9255297,501003329,17.89128,17.807283
436956,2022/8/24,600010.SHA,0.5968,-4742632448,0.0073,136.317,38.30899,94361017581,0.001043205,0.9452055,0.32853323,0.9282336,874530462,17.723288,17.3873
436957,2022/8/25,600010.SHA,0.5968,-4742632448,0.0073,136.317,38.49406,94816867908,0.001043205,0.9541284,0.43935034,0.9308008,546507306,17.3873,17.471296
436958,2022/8/26,600010.SHA,0.7606,1404739712,0.0092,-73.3608,182.76181,95272718234,0.00107129,0.9812207,0.62094456,0.92756003,488513667,17.471296,17.555294
436959,2022/8/29,600010.SHA,0.7606,1404739712,0.0092,-73.3608,181.0129,94361017581,0.00107129,0.971831,0.45753846,0.9325405,486961534,17.3873,17.3873
436960,2022/8/30,600010.SHA,0.7606,1404739712,0.0092,-73.3608,178.38951,92993466602,0.00107129,0.95774657,0.41562435,0.9331693,506479151,17.303305,17.135311
436961,2022/8/31,600010.SHA,0.7606,1404739712,0.0092,-73.3608,175.76614,91625915622,0.00107129,0.94811314,0.5187538,0.93830705,683077449,17.051313,16.88332
436962,2022/9/1,600010.SHA,0.7606,1404739712,0.0092,-73.3608,174.89168,91170065296,0.00107129,0.96618354,0.48964527,0.9303279,391911003,16.799324,16.799324
436963,2022/9/2,600010.SHA,0.7606,1404739712,0.0092,-73.3608,174.89168,91170065296,0.00107129,0.9615385,0.33510855,0.92321867,275244227,16.799324,16.799324
436964,2022/9/5,600010.SHA,0.7606,1404739712,0.0092,-73.3608,177.51506,92537616275,0.00107129,0.97129184,0.34398034,0.9238641,461706659,16.88332,17.051313
436965,2022/9/6,600010.SHA,0.7606,1404739712,0.0092,-73.3608,179.26398,93449316928,0.00107129,0.99033815,0.44728762,0.92528147,476653383,17.135311,17.219307
436966,2022/9/7,600010.SHA,0.7606,1404739712,0.0092,-73.3608,180.13843,93905167255,0.00107129,1.0098039,0.6571136,0.9198364,424422531,17.219307,17.303305
436967,2022/9/8,600010.SHA,0.7606,1404739712,0.0092,-73.3608,178.38951,92993466602,0.00107129,1.0149255,0.53710896,0.9155937,467467096,17.303305,17.135311
436968,2022/9/9,600010.SHA,0.7606,1404739712,0.0092,-73.3608,180.13843,93905167255,0.00107129,1.0300001,0.65276927,0.9122091,355025001,17.219307,17.303305
436969,2022/9/13,600010.SHA,0.7606,1404739712,0.0092,-73.3608,179.26398,93449316928,0.00107129,1.025,0.6925041,0.91525424,333661006,17.3873,17.219307
436970,2022/9/14,600010.SHA,0.7606,1404739712,0.0092,-73.3608,176.6406,92081765949,0.00107129,0.9950739,0.5100061,0.9136206,401651429,17.051313,16.967318
436971,2022/9/15,600010.SHA,0.7606,1404739712,0.0092,-73.3608,174.89168,91170065296,0.00107129,0.9756098,0.60829586,0.9147936,519714210,16.967318,16.799324
436972,2022/9/16,600010.SHA,0.7606,1404739712,0.0092,-73.3608,171.39384,89346663990,0.00107129,0.95145625,0.63268644,0.9236423,563289258,16.799324,16.463337
436973,2022/9/19,600010.SHA,0.7606,1404739712,0.0092,-73.3608,167.02156,87067412358,0.00107129,0.93627447,0.543283,0.9345299,699264532,16.379341,16.043354
436974,2022/9/20,600010.SHA,0.7606,1404739712,0.0092,-73.3608,170.5194,88890813664,0.00107129,0.9466019,0.5386419,0.94251937,548298942,16.127352,16.379341
436975,2022/9/21,600010.SHA,0.7606,1404739712,0.0092,-73.3608,173.14276,90258364643,0.00107129,0.96585363,0.71393645,0.95212877,622572934,16.295343,16.63133
436976,2022/9/22,600010.SHA,0.7606,1404739712,0.0092,-73.3608,171.39384,89346663990,0.00107129,0.970297,0.7275321,0.9535452,525506666,16.547335,16.463337
436977,2022/9/23,600010.SHA,0.7606,1404739712,0.0092,-73.3608,171.39384,89346663990,0.00107129,0.97999996,0.7518843,0.9566103,478985608,16.463337,16.463337
436978,2022/9/26,600010.SHA,0.7606,1404739712,0.0092,-73.3608,167.02156,87067412358,0.00107129,0.9744898,0.6741699,0.95889294,515063155,16.379341,16.043354
436979,2022/9/27,600010.SHA,0.7606,1404739712,0.0092,-73.3608,167.02156,87067412358,0.00107129,1,0.5964591,0.95340794,402092524,16.043354,16.043354
436980,2022/9/28,600010.SHA,0.7606,1404739712,0.0092,-73.3608,160.90034,83876460072,0.00107129,0.94358975,0.37408462,0.95060974,478232102,15.959358,15.455379
436981,2022/9/29,600010.SHA,0.7606,1404739712,0.0092,-73.3608,160.90034,83876460072,0.00107129,0.929293,0.3586824,0.9434844,323987336,15.623371,15.455379
436982,2022/9/30,600010.SHA,0.7606,1404739712,0.0092,-73.3608,160.90034,83876460072,0.00107129,0.9387756,0.5330486,0.93697906,240939582,15.455379,15.455379
436983,2022/10/10,600010.SHA,0.7606,1404739712,0.0092,-73.3608,160.0259,83420609746,0.00107129,0.9336735,0.46738467,0.933401,391651747,15.539374,15.371382
436984,2022/10/11,600010.SHA,0.7606,1404739712,0.0092,-73.3608,160.0259,83420609746,0.00107129,0.9581152,0.41734362,0.924513,282756842,15.287385,15.371382
436985,2022/10/12,600010.SHA,0.7606,1404739712,0.0092,-73.3608,162.64926,84788160725,0.00107129,0.973822,0.53185874,0.92151695,397844234,15.455379,15.623371
436986,2022/10/13,600010.SHA,0.7606,1404739712,0.0092,-73.3608,165.27264,86155711705,0.00107129,1.0271739,0.69827586,0.921346,514553663,15.623371,15.875361
436987,2022/10/14,600010.SHA,0.7606,1404739712,0.0092,-73.3608,165.27264,86155711705,0.00107129,1.0271739,0.43232015,0.9200081,402362275,15.959358,15.875361
436988,2022/10/17,600010.SHA,0.7606,1404739712,0.0092,-73.3608,167.02156,87067412358,0.00107129,1.0380434,0.31874368,0.92262506,456954514,15.875361,16.043354
436989,2022/10/18,600010.SHA,0.7606,1404739712,0.0092,-73.3608,165.27264,86155711705,0.00107129,1.0327868,0.18067652,0.91233045,278800090,16.127352,15.875361
436990,2022/10/19,600010.SHA,0.7606,1404739712,0.0092,-73.3608,162.64926,84788160725,0.00107129,1.0163934,0.17364906,0.90855753,307708499,15.875361,15.623371
436991,2022/10/20,600010.SHA,0.7606,1404739712,0.0092,-73.3608,162.64926,84788160725,0.00107129,1,0.23872143,0.9021431,335776776,15.539374,15.623371
436992,2022/10/21,600010.SHA,0.7606,1404739712,0.0092,-73.3608,161.77481,84332310399,0.00107129,0.97883594,0.13685061,0.8880356,287384402,15.623371,15.539374
436993,2022/10/24,600010.SHA,0.7606,1404739712,0.0092,-73.3608,158.27698,82508909093,0.00107129,0.95767194,0.22675829,0.8904608,458048377,15.539374,15.203388
436994,2022/10/25,600010.SHA,0.7606,1404739712,0.0092,-73.3608,159.15143,82964759419,0.00107129,0.9528796,0.31257582,0.88826025,392412327,15.203388,15.287385
436995,2022/10/26,600010.SHA,0.7606,1404739712,0.0092,-73.3608,165.27264,86155711705,0.00107129,1,0.6039013,0.9194102,851840294,15.539374,15.875361
436996,2022/10/27,600010.SHA,0.7606,1404739712,0.0092,-73.3608,162.64926,84788160725,0.00107129,1,0.52655494,0.9232633,470738211,15.791365,15.623371
436997,2022/10/28,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-49.22938,81597208440,0.001091968,0.96236557,0.5120105,0.92914814,533382195,15.203388,15.035395
436998,2022/10/31,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-48.40431,80229657460,0.001091968,0.9513514,0.34470922,0.93214864,402814622,14.951398,14.783405
436999,2022/11/1,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-50.054455,82964759419,0.001091968,1.0055249,0.450727,0.9336024,607329186,14.783405,15.287385
437000,2022/11/2,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-51.154552,84788160725,0.001091968,1.021978,0.4769883,0.93949175,758509092,15.287385,15.623371
437001,2022/11/3,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-50.054455,82964759419,0.001091968,0.962963,0.14478725,0.9294355,475451218,15.455379,15.287385
437002,2022/11/4,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-51.429577,85244011052,0.001091968,1.0053763,0.2807336,0.93352133,769258088,15.287385,15.707368
437003,2022/11/7,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.079723,87979113011,0.001091968,1.0782123,0.5454179,0.94868183,1270008643,15.707368,16.211348
437004,2022/11/8,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.354748,88434963337,0.001091968,1.1022726,0.7886048,0.955332,810604477,16.211348,16.295343
437005,2022/11/9,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.079723,87979113011,0.001091968,1.0604396,0.74059165,0.9581405,653415954,16.63133,16.211348
437006,2022/11/10,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-58.305187,96640269214,0.001091968,1.1397849,0.9625905,0.9833065,3292004730,16.88332,17.807283
437007,2022/11/11,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-56.65504,93905167255,0.001091968,1.1318681,0.95254374,0.9889403,3081925788,18.14327,17.303305
437008,2022/11/14,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.454845,90258364643,0.001091968,1.0588235,0.8550593,0.9909511,1581239932,17.219307,16.63133
437009,2022/11/15,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.454845,90258364643,0.001091968,1.0259067,0.6663985,0.99095297,919571378,16.547335,16.63133
437010,2022/11/16,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.904797,89346663990,0.001091968,1.0103093,0.47194853,0.9897508,648522217,16.63133,16.463337
437011,2022/11/17,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.629772,88890813664,0.001091968,1.0103627,0.4237186,0.988947,536985794,16.379341,16.379341
437012,2022/11/18,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.17982,89802514317,0.001091968,0.9292453,0.04361809,0.97970665,799253481,16.379341,16.547335
437013,2022/11/21,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.079723,87979113011,0.001091968,0.93689317,0.044596225,0.96284395,543960763,16.379341,16.211348
437014,2022/11/22,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.904797,89346663990,0.001091968,0.989899,0.37462357,0.9544268,736304700,16.295343,16.463337
437015,2022/11/23,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.904797,89346663990,0.001091968,0.989899,0.6485347,0.9500602,592716102,16.379341,16.463337
437016,2022/11/24,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.629772,88890813664,0.001091968,0.994898,0.6492582,0.9456805,383029366,16.547335,16.379341
437017,2022/11/25,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.17982,89802514317,0.001091968,1.0102564,0.80998194,0.9503404,536852568,16.379341,16.547335
437018,2022/11/28,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.629772,88890813664,0.001091968,0.9898477,0.64904904,0.94715774,514038829,16.379341,16.379341
437019,2022/11/29,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.454845,90258364643,0.001091968,1.0259067,0.78341335,0.951,744337700,16.379341,16.63133
437020,2022/11/30,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.72987,90714214970,0.001091968,1.0153062,0.66633326,0.94838965,762236155,16.715328,16.715328
437021,2022/12/1,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.454845,90258364643,0.001091968,1.0102041,0.5055011,0.944,591707190,16.799324,16.63133
437022,2022/12/2,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.454845,90258364643,0.001091968,1.0153846,0.53260654,0.9404119,301645397,16.63133,16.63133
437023,2022/12/5,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-56.65504,93905167255,0.001091968,1.0456853,0.6927771,0.95279056,1383795891,16.715328,17.303305
437024,2022/12/6,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-56.104992,92993466602,0.001091968,1.0461539,0.6652331,0.952,709496348,17.219307,17.135311
437025,2022/12/7,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-55.004894,91170065296,0.001091968,1.0101011,0.4858,0.9514194,754912423,17.051313,16.799324
437026,2022/12/8,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-55.004894,91170065296,0.001091968,1.005025,0.4780088,0.9444444,369055836,16.799324,16.799324
437027,2022/12/9,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-55.554943,92081765949,0.001091968,1.020202,0.7069172,0.94804156,699871980,16.799324,16.967318
437028,2022/12/12,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.17982,89802514317,0.001091968,0.9949495,0.58158576,0.95527154,643935663,16.967318,16.547335
437029,2022/12/13,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-56.104992,92993466602,0.001091968,0.99029124,0.6391773,0.95847476,1331185852,17.051313,17.135311
437030,2022/12/14,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-55.004894,91170065296,0.001091968,0.9803921,0.53444487,0.96167666,651662920,16.967318,16.799324
437031,2022/12/15,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.454845,90258364643,0.001091968,0.99,0.6051896,0.9603111,523789679,16.715328,16.63133
437032,2022/12/16,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-54.454845,90258364643,0.001091968,0.99,0.6654038,0.96214384,469432969,16.547335,16.63133
437033,2022/12/19,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.079723,87979113011,0.001091968,0.9554455,0.51645064,0.96412915,691119300,16.63133,16.211348
437034,2022/12/20,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-53.079723,87979113011,0.001091968,0.9796954,0.7764049,0.96214384,372758343,16.127352,16.211348
437035,2022/12/21,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-52.529675,87067412358,0.001091968,0.93627447,0.2605704,0.9463716,245334491,16.211348,16.043354
437036,2022/12/22,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-51.7046,85699861378,0.001091968,0.94,0.4742186,0.94171476,390837439,16.211348,15.791365
437037,2022/12/23,600010.SHA,-1.3689,-4679832576,-0.0164,-1421.4877,-51.979626,86155711705,0.001091968,0.9545455,0.70336115,0.93302864,246340351,15.707368,15.875361
439647,2022/1/10,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.5812526,5.25449E+11,0.002033215,1.028436,0.6910726,0.91673803,758579420,15.240353,15.27555
439648,2022/1/11,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.5113797,5.20606E+11,0.002033215,1.0165485,0.6481164,0.9212329,499307944,15.240353,15.134762
439649,2022/1/12,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.546316,5.23028E+11,0.002033215,1.0140845,0.69541955,0.9268136,617912253,15.310747,15.205155
439650,2022/1/13,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.633658,5.29081E+11,0.002033215,1.021028,0.7101434,0.94032085,1118794104,15.310747,15.381142
439651,2022/1/14,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.424038,5.14553E+11,0.002033215,0.9953162,0.6499786,0.9454662,882886151,15.345944,14.958776
439652,2022/1/17,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.389101,5.12131E+11,0.002033215,0.97241384,0.21223791,0.9385965,673429711,15.064367,14.888382
439653,2022/1/18,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.5812526,5.25449E+11,0.002033215,1,0.6226476,0.93844837,961324476,14.923579,15.27555
439654,2022/1/19,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.5812526,5.25449E+11,0.002033215,1.0093023,0.6522018,0.940812,593848975,15.310747,15.27555
439655,2022/1/20,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.598721,5.2666E+11,0.002033215,1.0069444,0.80277777,0.93975645,613204725,15.134762,15.310747
439656,2022/1/21,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.4939113,5.19395E+11,0.002033215,0.9816933,0.6842555,0.9333618,745239426,15.169959,15.099565
439657,2022/1/24,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.476443,5.18185E+11,0.002033215,1.0070587,0.7891927,0.92550695,464033264,15.099565,15.064367
439658,2022/1/25,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.3192277,5.07288E+11,0.002033215,0.9905437,0.89130896,0.9308579,753116615,14.993973,14.747593
439659,2022/1/26,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.424038,5.14553E+11,0.002033215,0.9792627,0.8533618,0.9297759,638377005,14.817987,14.958776
439660,2022/1/27,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.389101,5.12131E+11,0.002033215,0.9746544,0.90891635,0.93623376,713732169,14.923579,14.888382
439661,2022/1/28,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.3192277,5.07288E+11,0.002033215,0.9632184,0.7608186,0.9443734,732503385,14.958776,14.747593
439662,2022/2/7,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.6161895,5.2787E+11,0.002033215,1.016317,0.8770247,0.9599489,1497010469,14.958776,15.345944
439663,2022/2/8,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.7209992,5.35135E+11,0.002033215,1.0327103,0.8736416,0.96975505,1192232931,15.240353,15.557127
439664,2022/2/9,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.6685944,5.31503E+11,0.002033215,1.0477327,0.6539608,0.97126436,832249141,15.416339,15.451535
439665,2022/2/10,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.7734046,5.38767E+11,0.002033215,1.0470588,0.72468084,0.97129494,790349174,15.52193,15.662719
439666,2022/2/11,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.860746,5.4482E+11,0.002033215,1.0638298,0.7347438,0.9738631,1381637103,15.6275215,15.838704
439667,2022/2/14,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.755936,5.37556E+11,0.002033215,1.0596659,0.7894625,0.97748035,1374732025,16.120281,15.6275215
439668,2022/2/15,600028.SHA,7.9232,-1.23877E+11,0.495,-2.2851,7.598721,5.2666E+11,0.002033215,0.9977064,0.42672047,0.97281224,906578443,15.52193,15.310747
